waste,tourney_id,tourney_name,surface,tourney_level,draw_size,tourney_date,best_of
151318,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151319,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151320,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151321,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151322,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151323,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151324,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151325,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151326,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151327,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151328,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151329,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151330,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151331,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151332,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151333,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151334,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151335,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151336,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151337,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151338,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151339,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151340,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151341,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151342,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151343,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151344,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151345,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151346,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151347,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151348,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151349,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151350,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151351,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151352,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151353,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151354,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151355,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151356,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151357,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151358,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151359,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151360,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151361,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151362,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151363,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151364,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151365,2012-404,Indian Wells Masters,Hard,M,96,20120308,3
151366,2012-773,Bucharest,Clay,A,28,20120423,3
151367,2012-773,Bucharest,Clay,A,28,20120423,3
151368,2012-773,Bucharest,Clay,A,28,20120423,3
151369,2012-773,Bucharest,Clay,A,28,20120423,3
151370,2012-773,Bucharest,Clay,A,28,20120423,3
151371,2012-773,Bucharest,Clay,A,28,20120423,3
151372,2012-773,Bucharest,Clay,A,28,20120423,3
151373,2012-773,Bucharest,Clay,A,28,20120423,3
151374,2012-773,Bucharest,Clay,A,28,20120423,3
151375,2012-773,Bucharest,Clay,A,28,20120423,3
151376,2012-773,Bucharest,Clay,A,28,20120423,3
151377,2012-773,Bucharest,Clay,A,28,20120423,3
151378,2012-773,Bucharest,Clay,A,28,20120423,3
151379,2012-773,Bucharest,Clay,A,28,20120423,3
151380,2012-773,Bucharest,Clay,A,28,20120423,3
151381,2012-773,Bucharest,Clay,A,28,20120423,3
151382,2012-773,Bucharest,Clay,A,28,20120423,3
151383,2012-773,Bucharest,Clay,A,28,20120423,3
151384,2012-773,Bucharest,Clay,A,28,20120423,3
151385,2012-773,Bucharest,Clay,A,28,20120423,3
151386,2012-773,Bucharest,Clay,A,28,20120423,3
151387,2012-773,Bucharest,Clay,A,28,20120423,3
151388,2012-773,Bucharest,Clay,A,28,20120423,3
151389,2012-773,Bucharest,Clay,A,28,20120423,3
151390,2012-773,Bucharest,Clay,A,28,20120423,3
151391,2012-773,Bucharest,Clay,A,28,20120423,3
151392,2012-773,Bucharest,Clay,A,28,20120423,3
151393,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151394,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151395,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151396,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151397,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151398,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151399,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151400,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151401,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151402,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151403,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151404,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151405,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151406,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151407,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151408,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151409,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151410,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151411,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151412,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151413,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151414,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151415,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151416,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151417,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151418,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151419,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151420,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151421,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151422,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151423,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151424,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151425,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151426,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151427,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151428,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151429,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151430,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151431,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151432,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151433,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151434,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151435,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151436,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151437,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151438,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151439,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151440,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151441,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151442,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151443,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151444,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151445,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151446,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151447,2012-5014,Shanghai Masters,Hard,M,56,20121007,3
151448,2012-96,London Olympics,Grass,A,64,20120725,3
151449,2012-615,Dusseldorf,Clay,A,64,20120521,3
151450,2012-615,Dusseldorf,Clay,A,64,20120521,3
151451,2012-615,Dusseldorf,Clay,A,64,20120521,3
151452,2012-615,Dusseldorf,Clay,A,64,20120521,3
151453,2012-615,Dusseldorf,Clay,A,64,20120521,3
151454,2012-615,Dusseldorf,Clay,A,64,20120521,3
151455,2012-615,Dusseldorf,Clay,A,64,20120521,3
151456,2012-615,Dusseldorf,Clay,A,64,20120521,3
151457,2012-615,Dusseldorf,Clay,A,64,20120521,3
151458,2012-615,Dusseldorf,Clay,A,64,20120521,3
151459,2012-615,Dusseldorf,Clay,A,64,20120521,3
151460,2012-615,Dusseldorf,Clay,A,64,20120521,3
151461,2012-615,Dusseldorf,Clay,A,64,20120521,3
151462,2012-615,Dusseldorf,Clay,A,64,20120521,3
151463,2012-615,Dusseldorf,Clay,A,64,20120521,3
151464,2012-615,Dusseldorf,Clay,A,64,20120521,3
151465,2012-615,Dusseldorf,Clay,A,64,20120521,3
151466,2012-615,Dusseldorf,Clay,A,64,20120521,3
151467,2012-615,Dusseldorf,Clay,A,64,20120521,3
151468,2012-615,Dusseldorf,Clay,A,64,20120521,3
151469,2012-615,Dusseldorf,Clay,A,64,20120521,3
151470,2012-615,Dusseldorf,Clay,A,64,20120521,3
151471,2012-615,Dusseldorf,Clay,A,64,20120521,3
151472,2012-615,Dusseldorf,Clay,A,64,20120521,3
151473,2012-615,Dusseldorf,Clay,A,64,20120521,3
151474,2012-615,Dusseldorf,Clay,A,64,20120521,3
151475,2012-615,Dusseldorf,Clay,A,64,20120521,3
151476,2012-605,Tour Finals,Hard,F,8,20121105,3
151477,2012-605,Tour Finals,Hard,F,8,20121105,3
151478,2012-605,Tour Finals,Hard,F,8,20121105,3
151479,2012-605,Tour Finals,Hard,F,8,20121105,3
151480,2012-605,Tour Finals,Hard,F,8,20121105,3
151481,2012-605,Tour Finals,Hard,F,8,20121105,3
151482,2012-605,Tour Finals,Hard,F,8,20121105,3
151483,2012-605,Tour Finals,Hard,F,8,20121105,3
151484,2012-605,Tour Finals,Hard,F,8,20121105,3
151485,2012-605,Tour Finals,Hard,F,8,20121105,3
151486,2012-605,Tour Finals,Hard,F,8,20121105,3
151487,2012-605,Tour Finals,Hard,F,8,20121105,3
151488,2012-605,Tour Finals,Hard,F,8,20121105,3
151489,2012-605,Tour Finals,Hard,F,8,20121105,3
151490,2012-605,Tour Finals,Hard,F,8,20121105,3
151491,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151492,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151493,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151494,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151495,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151496,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151497,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151498,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151499,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151500,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151501,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151502,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151503,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151504,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151505,2012-6406,ATP Challenger Tour Finals CH,Hard,C,9,20121127,3
151506,2012-D001,Davis Cup G2 R1: PHI vs POC,Hard,D,4,20120210,5
151507,2012-D001,Davis Cup G2 R1: PHI vs POC,Hard,D,4,20120210,5
151508,2012-D001,Davis Cup G2 R1: PHI vs POC,Hard,D,4,20120210,3
151509,2012-D001,Davis Cup G2 R1: PHI vs POC,Hard,D,4,20120210,3
151510,2012-D002,Davis Cup G2 R1: LIB vs PAK,Clay,D,4,20120211,5
151511,2012-D002,Davis Cup G2 R1: LIB vs PAK,Clay,D,4,20120211,5
151512,2012-D002,Davis Cup G2 R1: LIB vs PAK,Clay,D,4,20120211,5
151513,2012-D002,Davis Cup G2 R1: LIB vs PAK,Clay,D,4,20120211,5
151514,2012-D003,Davis Cup G2 R1: HKG vs INA,Hard,D,4,20120210,5
151515,2012-D003,Davis Cup G2 R1: HKG vs INA,Hard,D,4,20120210,5
151516,2012-D003,Davis Cup G2 R1: HKG vs INA,Hard,D,4,20120210,5
151517,2012-D003,Davis Cup G2 R1: HKG vs INA,Hard,D,4,20120210,3
151518,2012-D004,Davis Cup G2 R1: SRI vs THA,Clay,D,4,20120210,5
151519,2012-D004,Davis Cup G2 R1: SRI vs THA,Clay,D,4,20120210,5
151520,2012-D004,Davis Cup G2 R1: SRI vs THA,Clay,D,4,20120210,5
151521,2012-D004,Davis Cup G2 R1: SRI vs THA,Clay,D,4,20120210,5
151522,2012-D005,Davis Cup WG R1: ESP vs KAZ,Clay,D,4,20120210,5
151523,2012-D005,Davis Cup WG R1: ESP vs KAZ,Clay,D,4,20120210,5
151524,2012-D005,Davis Cup WG R1: ESP vs KAZ,Clay,D,4,20120210,3
151525,2012-D005,Davis Cup WG R1: ESP vs KAZ,Clay,D,4,20120210,3
151526,2012-D006,Davis Cup WG R1: AUT vs RUS,Hard,D,4,20120210,5
151527,2012-D006,Davis Cup WG R1: AUT vs RUS,Hard,D,4,20120210,5
151528,2012-D006,Davis Cup WG R1: AUT vs RUS,Hard,D,4,20120210,5
151529,2012-D006,Davis Cup WG R1: AUT vs RUS,Hard,D,4,20120210,3
151530,2012-D007,Davis Cup WG R1: CAN vs FRA,Hard,D,4,20120210,5
151531,2012-D007,Davis Cup WG R1: CAN vs FRA,Hard,D,4,20120210,5
151532,2012-D007,Davis Cup WG R1: CAN vs FRA,Hard,D,4,20120210,5
151533,2012-D007,Davis Cup WG R1: CAN vs FRA,Hard,D,4,20120210,3
151534,2012-D008,Davis Cup WG R1: SUI vs USA,Clay,D,4,20120210,5
151535,2012-D008,Davis Cup WG R1: SUI vs USA,Clay,D,4,20120210,5
151536,2012-D008,Davis Cup WG R1: SUI vs USA,Clay,D,4,20120210,3
151537,2012-D008,Davis Cup WG R1: SUI vs USA,Clay,D,4,20120210,3
151538,2012-D009,Davis Cup WG R1: CZE vs ITA,Hard,D,4,20120210,5
151539,2012-D009,Davis Cup WG R1: CZE vs ITA,Hard,D,4,20120210,5
151540,2012-D009,Davis Cup WG R1: CZE vs ITA,Hard,D,4,20120210,3
151541,2012-D009,Davis Cup WG R1: CZE vs ITA,Hard,D,4,20120210,3
151542,2012-D010,Davis Cup WG R1: SRB vs SWE,Hard,D,4,20120210,5
151543,2012-D010,Davis Cup WG R1: SRB vs SWE,Hard,D,4,20120210,5
151544,2012-D010,Davis Cup WG R1: SRB vs SWE,Hard,D,4,20120210,5
151545,2012-D010,Davis Cup WG R1: SRB vs SWE,Hard,D,4,20120210,3
151546,2012-D011,Davis Cup WG R1: JPN vs CRO,Hard,D,4,20120210,5
151547,2012-D011,Davis Cup WG R1: JPN vs CRO,Hard,D,4,20120210,5
151548,2012-D011,Davis Cup WG R1: JPN vs CRO,Hard,D,4,20120210,5
151549,2012-D011,Davis Cup WG R1: JPN vs CRO,Hard,D,4,20120210,5
151550,2012-D012,Davis Cup WG R1: GER vs ARG,Clay,D,4,20120210,5
151551,2012-D012,Davis Cup WG R1: GER vs ARG,Clay,D,4,20120210,5
151552,2012-D012,Davis Cup WG R1: GER vs ARG,Clay,D,4,20120210,3
151553,2012-D012,Davis Cup WG R1: GER vs ARG,Clay,D,4,20120210,3
151554,2012-D013,Davis Cup G1 R1: URU vs PER,Clay,D,4,20120210,5
151555,2012-D013,Davis Cup G1 R1: URU vs PER,Clay,D,4,20120210,5
151556,2012-D013,Davis Cup G1 R1: URU vs PER,Clay,D,4,20120210,5
151557,2012-D014,Davis Cup G1 R1: ECU vs COL,Clay,D,4,20120210,5
151558,2012-D014,Davis Cup G1 R1: ECU vs COL,Clay,D,4,20120210,5
151559,2012-D014,Davis Cup G1 R1: ECU vs COL,Clay,D,4,20120210,5
151560,2012-D014,Davis Cup G1 R1: ECU vs COL,Clay,D,4,20120210,3
151561,2012-D015,Davis Cup G1 R1: GBR vs SVK,Hard,D,4,20120210,5
151562,2012-D015,Davis Cup G1 R1: GBR vs SVK,Hard,D,4,20120210,5
151563,2012-D015,Davis Cup G1 R1: GBR vs SVK,Hard,D,4,20120210,5
151564,2012-D015,Davis Cup G1 R1: GBR vs SVK,Hard,D,4,20120210,5
151565,2012-D016,Davis Cup G1 R1: NED vs FIN,Hard,D,4,20120210,5
151566,2012-D016,Davis Cup G1 R1: NED vs FIN,Hard,D,4,20120210,5
151567,2012-D016,Davis Cup G1 R1: NED vs FIN,Hard,D,4,20120210,3
151568,2012-D016,Davis Cup G1 R1: NED vs FIN,Hard,D,4,20120210,3
151569,2012-D017,Davis Cup G1 R1: SLO vs DEN,Hard,D,4,20120210,5
151570,2012-D017,Davis Cup G1 R1: SLO vs DEN,Hard,D,4,20120210,5
151571,2012-D017,Davis Cup G1 R1: SLO vs DEN,Hard,D,4,20120210,3
151572,2012-D017,Davis Cup G1 R1: SLO vs DEN,Hard,D,4,20120210,3
151573,2012-D018,Davis Cup G1 R2: ISR vs POR,Hard,D,4,20120406,5
151574,2012-D018,Davis Cup G1 R2: ISR vs POR,Hard,D,4,20120406,5
151575,2012-D018,Davis Cup G1 R2: ISR vs POR,Hard,D,4,20120406,3
151576,2012-D018,Davis Cup G1 R2: ISR vs POR,Hard,D,4,20120406,3
151577,2012-D019,Davis Cup G1 R2: GBR vs BEL,Hard,D,4,20120406,5
151578,2012-D019,Davis Cup G1 R2: GBR vs BEL,Hard,D,4,20120406,5
151579,2012-D019,Davis Cup G1 R2: GBR vs BEL,Hard,D,4,20120406,5
151580,2012-D019,Davis Cup G1 R2: GBR vs BEL,Hard,D,4,20120406,3
151581,2012-D020,Davis Cup G1 R2: NED vs ROU,Hard,D,4,20120406,5
151582,2012-D020,Davis Cup G1 R2: NED vs ROU,Hard,D,4,20120406,5
151583,2012-D020,Davis Cup G1 R2: NED vs ROU,Hard,D,4,20120406,3
151584,2012-D020,Davis Cup G1 R2: NED vs ROU,Hard,D,4,20120406,3
151585,2012-D021,Davis Cup G1 R2: RSA vs SLO,Hard,D,4,20120406,5
151586,2012-D021,Davis Cup G1 R2: RSA vs SLO,Hard,D,4,20120406,5
151587,2012-D021,Davis Cup G1 R2: RSA vs SLO,Hard,D,4,20120406,5
151588,2012-D021,Davis Cup G1 R2: RSA vs SLO,Hard,D,4,20120406,3
151589,2012-D022,Davis Cup G1 R1: NZL vs UZB,Hard,D,4,20120210,5
151590,2012-D022,Davis Cup G1 R1: NZL vs UZB,Hard,D,4,20120210,5
151591,2012-D022,Davis Cup G1 R1: NZL vs UZB,Hard,D,4,20120210,3
151592,2012-D022,Davis Cup G1 R1: NZL vs UZB,Hard,D,4,20120210,3
151593,2012-D023,Davis Cup G1 R1: KOR vs TPE,Hard,D,4,20120210,5
151594,2012-D023,Davis Cup G1 R1: KOR vs TPE,Hard,D,4,20120210,5
151595,2012-D023,Davis Cup G1 R1: KOR vs TPE,Hard,D,4,20120210,3
151596,2012-D023,Davis Cup G1 R1: KOR vs TPE,Hard,D,4,20120210,3
151597,2012-D024,Davis Cup G1 R1: AUS vs CHN,Grass,D,4,20120210,5
151598,2012-D024,Davis Cup G1 R1: AUS vs CHN,Grass,D,4,20120210,5
151599,2012-D024,Davis Cup G1 R1: AUS vs CHN,Grass,D,4,20120210,3
151600,2012-D024,Davis Cup G1 R1: AUS vs CHN,Grass,D,4,20120210,3
151601,2012-D025,Davis Cup G1 R2: UZB vs IND,Clay,D,4,20120406,5
151602,2012-D025,Davis Cup G1 R2: UZB vs IND,Clay,D,4,20120406,5
151603,2012-D025,Davis Cup G1 R2: UZB vs IND,Clay,D,4,20120406,3
151604,2012-D025,Davis Cup G1 R2: UZB vs IND,Clay,D,4,20120406,3
151605,2012-D026,Davis Cup G1 R2: AUS vs KOR,Hard,D,4,20120406,5
151606,2012-D026,Davis Cup G1 R2: AUS vs KOR,Hard,D,4,20120406,5
151607,2012-D026,Davis Cup G1 R2: AUS vs KOR,Hard,D,4,20120406,3
151608,2012-D026,Davis Cup G1 R2: AUS vs KOR,Hard,D,4,20120406,3
151609,2012-D027,Davis Cup G1 R2: URU vs CHI,Clay,D,4,20120406,5
151610,2012-D027,Davis Cup G1 R2: URU vs CHI,Clay,D,4,20120406,5
151611,2012-D027,Davis Cup G1 R2: URU vs CHI,Clay,D,4,20120406,5
151612,2012-D028,Davis Cup G1 R2: BRA vs COL,Clay,D,4,20120406,5
151613,2012-D028,Davis Cup G1 R2: BRA vs COL,Clay,D,4,20120406,5
151614,2012-D028,Davis Cup G1 R2: BRA vs COL,Clay,D,4,20120406,5
151615,2012-D028,Davis Cup G1 R2: BRA vs COL,Clay,D,4,20120406,3
151616,2012-D029,Davis Cup G2 R1: UKR vs MON,Hard,D,4,20120210,5
151617,2012-D029,Davis Cup G2 R1: UKR vs MON,Hard,D,4,20120210,5
151618,2012-D029,Davis Cup G2 R1: UKR vs MON,Hard,D,4,20120210,3
151619,2012-D029,Davis Cup G2 R1: UKR vs MON,Hard,D,4,20120210,3
151620,2012-D030,Davis Cup G2 R1: CYP vs MAR,Hard,D,4,20120210,5
151621,2012-D030,Davis Cup G2 R1: CYP vs MAR,Hard,D,4,20120210,5
151622,2012-D030,Davis Cup G2 R1: CYP vs MAR,Hard,D,4,20120210,5
151623,2012-D030,Davis Cup G2 R1: CYP vs MAR,Hard,D,4,20120210,3
151624,2012-D031,Davis Cup G2 R1: HUN vs IRL,Carpet,D,4,20120210,5
151625,2012-D031,Davis Cup G2 R1: HUN vs IRL,Carpet,D,4,20120210,5
151626,2012-D031,Davis Cup G2 R1: HUN vs IRL,Carpet,D,4,20120210,5
151627,2012-D031,Davis Cup G2 R1: HUN vs IRL,Carpet,D,4,20120210,3
151628,2012-D032,Davis Cup G2 R1: EGY vs LAT,Clay,D,4,20120210,5
151629,2012-D032,Davis Cup G2 R1: EGY vs LAT,Clay,D,4,20120210,5
151630,2012-D032,Davis Cup G2 R1: EGY vs LAT,Clay,D,4,20120210,5
151631,2012-D032,Davis Cup G2 R1: EGY vs LAT,Clay,D,4,20120210,3
151632,2012-D033,Davis Cup G2 R1: BLR vs MDA,Hard,D,4,20120210,5
151633,2012-D033,Davis Cup G2 R1: BLR vs MDA,Hard,D,4,20120210,5
151634,2012-D033,Davis Cup G2 R1: BLR vs MDA,Hard,D,4,20120210,5
151635,2012-D033,Davis Cup G2 R1: BLR vs MDA,Hard,D,4,20120210,3
151636,2012-D034,Davis Cup G2 R1: TUR vs BIH,Hard,D,4,20120210,5
151637,2012-D034,Davis Cup G2 R1: TUR vs BIH,Hard,D,4,20120210,5
151638,2012-D034,Davis Cup G2 R1: TUR vs BIH,Hard,D,4,20120210,5
151639,2012-D035,Davis Cup G2 R1: EST vs LUX,Hard,D,4,20120210,5
151640,2012-D035,Davis Cup G2 R1: EST vs LUX,Hard,D,4,20120210,5
151641,2012-D035,Davis Cup G2 R1: EST vs LUX,Hard,D,4,20120210,3
151642,2012-D035,Davis Cup G2 R1: EST vs LUX,Hard,D,4,20120210,3
151643,2012-D036,Davis Cup G2 R1: POL vs MAD,Carpet,D,4,20120210,5
151644,2012-D036,Davis Cup G2 R1: POL vs MAD,Carpet,D,4,20120210,5
151645,2012-D036,Davis Cup G2 R1: POL vs MAD,Carpet,D,4,20120210,3
151646,2012-D036,Davis Cup G2 R1: POL vs MAD,Carpet,D,4,20120210,3
151647,2012-D037,Davis Cup WG QF: ESP vs AUT,Clay,D,4,20120406,5
151648,2012-D037,Davis Cup WG QF: ESP vs AUT,Clay,D,4,20120406,5
151649,2012-D037,Davis Cup WG QF: ESP vs AUT,Clay,D,4,20120406,5
151650,2012-D037,Davis Cup WG QF: ESP vs AUT,Clay,D,4,20120406,3
151651,2012-D038,Davis Cup WG QF: FRA vs USA,Clay,D,4,20120406,5
151652,2012-D038,Davis Cup WG QF: FRA vs USA,Clay,D,4,20120406,5
151653,2012-D038,Davis Cup WG QF: FRA vs USA,Clay,D,4,20120406,5
151654,2012-D038,Davis Cup WG QF: FRA vs USA,Clay,D,4,20120406,3
151655,2012-D039,Davis Cup WG QF: CZE vs SRB,Clay,D,4,20120406,5
151656,2012-D039,Davis Cup WG QF: CZE vs SRB,Clay,D,4,20120406,5
151657,2012-D039,Davis Cup WG QF: CZE vs SRB,Clay,D,4,20120406,5
151658,2012-D039,Davis Cup WG QF: CZE vs SRB,Clay,D,4,20120406,3
151659,2012-D040,Davis Cup WG QF: ARG vs CRO,Clay,D,4,20120406,5
151660,2012-D040,Davis Cup WG QF: ARG vs CRO,Clay,D,4,20120406,5
151661,2012-D040,Davis Cup WG QF: ARG vs CRO,Clay,D,4,20120406,5
151662,2012-D040,Davis Cup WG QF: ARG vs CRO,Clay,D,4,20120406,3
151663,2012-D041,Davis Cup WG SF: ESP vs USA,Clay,D,4,20120914,5
151664,2012-D041,Davis Cup WG SF: ESP vs USA,Clay,D,4,20120914,5
151665,2012-D041,Davis Cup WG SF: ESP vs USA,Clay,D,4,20120914,5
151666,2012-D042,Davis Cup WG SF: ARG vs CZE,Clay,D,4,20120914,5
151667,2012-D042,Davis Cup WG SF: ARG vs CZE,Clay,D,4,20120914,5
151668,2012-D042,Davis Cup WG SF: ARG vs CZE,Clay,D,4,20120914,5
151669,2012-D042,Davis Cup WG SF: ARG vs CZE,Clay,D,4,20120914,3
151670,2012-D043,Davis Cup WG F: CZE vs ESP,Hard,D,4,20121116,5
151671,2012-D043,Davis Cup WG F: CZE vs ESP,Hard,D,4,20121116,5
151672,2012-D043,Davis Cup WG F: CZE vs ESP,Hard,D,4,20121116,5
151673,2012-D043,Davis Cup WG F: CZE vs ESP,Hard,D,4,20121116,5
151674,2012-D044,Davis Cup WG PO: KAZ vs UZB,Clay,D,4,20120914,5
151675,2012-D044,Davis Cup WG PO: KAZ vs UZB,Clay,D,4,20120914,5
151676,2012-D044,Davis Cup WG PO: KAZ vs UZB,Clay,D,4,20120914,5
151677,2012-D045,Davis Cup WG PO: GER vs AUS,Clay,D,4,20120914,5
151678,2012-D045,Davis Cup WG PO: GER vs AUS,Clay,D,4,20120914,5
151679,2012-D045,Davis Cup WG PO: GER vs AUS,Clay,D,4,20120914,5
151680,2012-D045,Davis Cup WG PO: GER vs AUS,Clay,D,4,20120914,5
151681,2012-D046,Davis Cup WG PO: JPN vs ISR,Hard,D,4,20120914,5
151682,2012-D046,Davis Cup WG PO: JPN vs ISR,Hard,D,4,20120914,5
151683,2012-D046,Davis Cup WG PO: JPN vs ISR,Hard,D,4,20120914,5
151684,2012-D046,Davis Cup WG PO: JPN vs ISR,Hard,D,4,20120914,5
151685,2012-D047,Davis Cup WG PO: BEL vs SWE,Clay,D,4,20120914,5
151686,2012-D047,Davis Cup WG PO: BEL vs SWE,Clay,D,4,20120914,5
151687,2012-D047,Davis Cup WG PO: BEL vs SWE,Clay,D,4,20120914,3
151688,2012-D047,Davis Cup WG PO: BEL vs SWE,Clay,D,4,20120914,3
151689,2012-D048,Davis Cup G1 PO: PER vs ECU,Clay,D,4,20120914,5
151690,2012-D048,Davis Cup G1 PO: PER vs ECU,Clay,D,4,20120914,5
151691,2012-D048,Davis Cup G1 PO: PER vs ECU,Clay,D,4,20120914,5
