waste,tourney_id,tourney_name,surface,tourney_level,draw_size,tourney_date,best_of
110457,2000-717,Orlando,Clay,A,32,20000501,3
110458,2000-717,Orlando,Clay,A,32,20000501,3
110459,2000-717,Orlando,Clay,A,32,20000501,3
110460,2000-717,Orlando,Clay,A,32,20000501,3
110461,2000-717,Orlando,Clay,A,32,20000501,3
110462,2000-717,Orlando,Clay,A,32,20000501,3
110463,2000-717,Orlando,Clay,A,32,20000501,3
110464,2000-717,Orlando,Clay,A,32,20000501,3
110465,2000-717,Orlando,Clay,A,32,20000501,3
110466,2000-717,Orlando,Clay,A,32,20000501,3
110467,2000-717,Orlando,Clay,A,32,20000501,3
110468,2000-717,Orlando,Clay,A,32,20000501,3
110469,2000-717,Orlando,Clay,A,32,20000501,3
110470,2000-717,Orlando,Clay,A,32,20000501,3
110471,2000-717,Orlando,Clay,A,32,20000501,3
110472,2000-717,Orlando,Clay,A,32,20000501,3
110473,2000-717,Orlando,Clay,A,32,20000501,3
110474,2000-717,Orlando,Clay,A,32,20000501,3
110475,2000-717,Orlando,Clay,A,32,20000501,3
110476,2000-717,Orlando,Clay,A,32,20000501,3
110477,2000-717,Orlando,Clay,A,32,20000501,3
110478,2000-717,Orlando,Clay,A,32,20000501,3
110479,2000-717,Orlando,Clay,A,32,20000501,3
110480,2000-717,Orlando,Clay,A,32,20000501,3
110481,2000-717,Orlando,Clay,A,32,20000501,3
110482,2000-717,Orlando,Clay,A,32,20000501,3
110483,2000-717,Orlando,Clay,A,32,20000501,3
110484,2000-717,Orlando,Clay,A,32,20000501,3
110485,2000-717,Orlando,Clay,A,32,20000501,3
110486,2000-717,Orlando,Clay,A,32,20000501,3
110487,2000-717,Orlando,Clay,A,32,20000501,3
110488,2000-409,Atlanta,Clay,A,32,20000410,3
110489,2000-409,Atlanta,Clay,A,32,20000410,3
110490,2000-409,Atlanta,Clay,A,32,20000410,3
110491,2000-409,Atlanta,Clay,A,32,20000410,3
110492,2000-409,Atlanta,Clay,A,32,20000410,3
110493,2000-409,Atlanta,Clay,A,32,20000410,3
110494,2000-409,Atlanta,Clay,A,32,20000410,3
110495,2000-409,Atlanta,Clay,A,32,20000410,3
110496,2000-409,Atlanta,Clay,A,32,20000410,3
110497,2000-409,Atlanta,Clay,A,32,20000410,3
110498,2000-409,Atlanta,Clay,A,32,20000410,3
110499,2000-409,Atlanta,Clay,A,32,20000410,3
110500,2000-409,Atlanta,Clay,A,32,20000410,3
110501,2000-409,Atlanta,Clay,A,32,20000410,3
110502,2000-409,Atlanta,Clay,A,32,20000410,3
110503,2000-409,Atlanta,Clay,A,32,20000410,3
110504,2000-409,Atlanta,Clay,A,32,20000410,3
110505,2000-409,Atlanta,Clay,A,32,20000410,3
110506,2000-409,Atlanta,Clay,A,32,20000410,3
110507,2000-409,Atlanta,Clay,A,32,20000410,3
110508,2000-409,Atlanta,Clay,A,32,20000410,3
110509,2000-409,Atlanta,Clay,A,32,20000410,3
110510,2000-409,Atlanta,Clay,A,32,20000410,3
110511,2000-409,Atlanta,Clay,A,32,20000410,3
110512,2000-409,Atlanta,Clay,A,32,20000410,3
110513,2000-409,Atlanta,Clay,A,32,20000410,3
110514,2000-409,Atlanta,Clay,A,32,20000410,3
110515,2000-409,Atlanta,Clay,A,32,20000410,3
110516,2000-409,Atlanta,Clay,A,32,20000410,3
110517,2000-409,Atlanta,Clay,A,32,20000410,3
110518,2000-409,Atlanta,Clay,A,32,20000410,3
110519,2000-408,London,Hard,A,32,20000221,3
110520,2000-408,London,Hard,A,32,20000221,3
110521,2000-408,London,Hard,A,32,20000221,3
110522,2000-408,London,Hard,A,32,20000221,3
110523,2000-408,London,Hard,A,32,20000221,3
110524,2000-408,London,Hard,A,32,20000221,3
110525,2000-408,London,Hard,A,32,20000221,3
110526,2000-408,London,Hard,A,32,20000221,3
110527,2000-408,London,Hard,A,32,20000221,3
110528,2000-408,London,Hard,A,32,20000221,3
110529,2000-408,London,Hard,A,32,20000221,3
110530,2000-408,London,Hard,A,32,20000221,3
110531,2000-408,London,Hard,A,32,20000221,3
110532,2000-408,London,Hard,A,32,20000221,3
110533,2000-408,London,Hard,A,32,20000221,3
110534,2000-408,London,Hard,A,32,20000221,3
110535,2000-408,London,Hard,A,32,20000221,3
110536,2000-408,London,Hard,A,32,20000221,3
110537,2000-408,London,Hard,A,32,20000221,3
110538,2000-408,London,Hard,A,32,20000221,3
110539,2000-408,London,Hard,A,32,20000221,3
110540,2000-408,London,Hard,A,32,20000221,3
110541,2000-408,London,Hard,A,32,20000221,3
110542,2000-408,London,Hard,A,32,20000221,3
110543,2000-408,London,Hard,A,32,20000221,3
110544,2000-408,London,Hard,A,32,20000221,3
110545,2000-408,London,Hard,A,32,20000221,3
110546,2000-408,London,Hard,A,32,20000221,3
110547,2000-408,London,Hard,A,32,20000221,3
110548,2000-408,London,Hard,A,32,20000221,3
110549,2000-408,London,Hard,A,32,20000221,3
110550,2000-560,US Open,Hard,G,128,20000828,5
110551,2000-560,US Open,Hard,G,128,20000828,5
110552,2000-560,US Open,Hard,G,128,20000828,5
110553,2000-560,US Open,Hard,G,128,20000828,5
110554,2000-560,US Open,Hard,G,128,20000828,5
110555,2000-560,US Open,Hard,G,128,20000828,5
110556,2000-560,US Open,Hard,G,128,20000828,5
110557,2000-560,US Open,Hard,G,128,20000828,5
110558,2000-560,US Open,Hard,G,128,20000828,5
110559,2000-560,US Open,Hard,G,128,20000828,5
110560,2000-560,US Open,Hard,G,128,20000828,5
110561,2000-560,US Open,Hard,G,128,20000828,5
110562,2000-560,US Open,Hard,G,128,20000828,5
110563,2000-560,US Open,Hard,G,128,20000828,5
110564,2000-560,US Open,Hard,G,128,20000828,5
110565,2000-560,US Open,Hard,G,128,20000828,5
110566,2000-560,US Open,Hard,G,128,20000828,5
110567,2000-560,US Open,Hard,G,128,20000828,5
110568,2000-560,US Open,Hard,G,128,20000828,5
110569,2000-560,US Open,Hard,G,128,20000828,5
110570,2000-560,US Open,Hard,G,128,20000828,5
110571,2000-560,US Open,Hard,G,128,20000828,5
110572,2000-560,US Open,Hard,G,128,20000828,5
110573,2000-560,US Open,Hard,G,128,20000828,5
110574,2000-560,US Open,Hard,G,128,20000828,5
110575,2000-560,US Open,Hard,G,128,20000828,5
110576,2000-560,US Open,Hard,G,128,20000828,5
110577,2000-560,US Open,Hard,G,128,20000828,5
110578,2000-560,US Open,Hard,G,128,20000828,5
110579,2000-560,US Open,Hard,G,128,20000828,5
110580,2000-560,US Open,Hard,G,128,20000828,5
110581,2000-560,US Open,Hard,G,128,20000828,5
110582,2000-560,US Open,Hard,G,128,20000828,5
110583,2000-560,US Open,Hard,G,128,20000828,5
110584,2000-560,US Open,Hard,G,128,20000828,5
110585,2000-560,US Open,Hard,G,128,20000828,5
110586,2000-560,US Open,Hard,G,128,20000828,5
110587,2000-560,US Open,Hard,G,128,20000828,5
110588,2000-560,US Open,Hard,G,128,20000828,5
110589,2000-560,US Open,Hard,G,128,20000828,5
110590,2000-560,US Open,Hard,G,128,20000828,5
110591,2000-560,US Open,Hard,G,128,20000828,5
110592,2000-560,US Open,Hard,G,128,20000828,5
110593,2000-560,US Open,Hard,G,128,20000828,5
110594,2000-560,US Open,Hard,G,128,20000828,5
110595,2000-560,US Open,Hard,G,128,20000828,5
110596,2000-560,US Open,Hard,G,128,20000828,5
110597,2000-560,US Open,Hard,G,128,20000828,5
110598,2000-560,US Open,Hard,G,128,20000828,5
110599,2000-560,US Open,Hard,G,128,20000828,5
110600,2000-560,US Open,Hard,G,128,20000828,5
110601,2000-560,US Open,Hard,G,128,20000828,5
110602,2000-560,US Open,Hard,G,128,20000828,5
110603,2000-560,US Open,Hard,G,128,20000828,5
110604,2000-560,US Open,Hard,G,128,20000828,5
110605,2000-560,US Open,Hard,G,128,20000828,5
110606,2000-560,US Open,Hard,G,128,20000828,5
110607,2000-560,US Open,Hard,G,128,20000828,5
110608,2000-560,US Open,Hard,G,128,20000828,5
110609,2000-560,US Open,Hard,G,128,20000828,5
110610,2000-560,US Open,Hard,G,128,20000828,5
110611,2000-560,US Open,Hard,G,128,20000828,5
110612,2000-560,US Open,Hard,G,128,20000828,5
110613,2000-560,US Open,Hard,G,128,20000828,5
110614,2000-560,US Open,Hard,G,128,20000828,5
110615,2000-560,US Open,Hard,G,128,20000828,5
110616,2000-560,US Open,Hard,G,128,20000828,5
110617,2000-560,US Open,Hard,G,128,20000828,5
110618,2000-560,US Open,Hard,G,128,20000828,5
110619,2000-560,US Open,Hard,G,128,20000828,5
110620,2000-560,US Open,Hard,G,128,20000828,5
110621,2000-560,US Open,Hard,G,128,20000828,5
110622,2000-560,US Open,Hard,G,128,20000828,5
110623,2000-560,US Open,Hard,G,128,20000828,5
110624,2000-560,US Open,Hard,G,128,20000828,5
110625,2000-560,US Open,Hard,G,128,20000828,5
110626,2000-560,US Open,Hard,G,128,20000828,5
110627,2000-560,US Open,Hard,G,128,20000828,5
110628,2000-560,US Open,Hard,G,128,20000828,5
110629,2000-560,US Open,Hard,G,128,20000828,5
110630,2000-560,US Open,Hard,G,128,20000828,5
110631,2000-560,US Open,Hard,G,128,20000828,5
110632,2000-560,US Open,Hard,G,128,20000828,5
110633,2000-560,US Open,Hard,G,128,20000828,5
110634,2000-560,US Open,Hard,G,128,20000828,5
110635,2000-560,US Open,Hard,G,128,20000828,5
110636,2000-560,US Open,Hard,G,128,20000828,5
110637,2000-560,US Open,Hard,G,128,20000828,5
110638,2000-560,US Open,Hard,G,128,20000828,5
110639,2000-560,US Open,Hard,G,128,20000828,5
110640,2000-560,US Open,Hard,G,128,20000828,5
110641,2000-560,US Open,Hard,G,128,20000828,5
110642,2000-560,US Open,Hard,G,128,20000828,5
110643,2000-560,US Open,Hard,G,128,20000828,5
110644,2000-560,US Open,Hard,G,128,20000828,5
110645,2000-560,US Open,Hard,G,128,20000828,5
110646,2000-560,US Open,Hard,G,128,20000828,5
110647,2000-560,US Open,Hard,G,128,20000828,5
110648,2000-560,US Open,Hard,G,128,20000828,5
110649,2000-560,US Open,Hard,G,128,20000828,5
110650,2000-560,US Open,Hard,G,128,20000828,5
110651,2000-560,US Open,Hard,G,128,20000828,5
110652,2000-560,US Open,Hard,G,128,20000828,5
110653,2000-560,US Open,Hard,G,128,20000828,5
110654,2000-560,US Open,Hard,G,128,20000828,5
110655,2000-560,US Open,Hard,G,128,20000828,5
110656,2000-560,US Open,Hard,G,128,20000828,5
110657,2000-560,US Open,Hard,G,128,20000828,5
110658,2000-560,US Open,Hard,G,128,20000828,5
110659,2000-560,US Open,Hard,G,128,20000828,5
110660,2000-560,US Open,Hard,G,128,20000828,5
110661,2000-560,US Open,Hard,G,128,20000828,5
110662,2000-560,US Open,Hard,G,128,20000828,5
110663,2000-560,US Open,Hard,G,128,20000828,5
110664,2000-560,US Open,Hard,G,128,20000828,5
110665,2000-560,US Open,Hard,G,128,20000828,5
110666,2000-560,US Open,Hard,G,128,20000828,5
110667,2000-560,US Open,Hard,G,128,20000828,5
110668,2000-560,US Open,Hard,G,128,20000828,5
110669,2000-560,US Open,Hard,G,128,20000828,5
110670,2000-560,US Open,Hard,G,128,20000828,5
110671,2000-560,US Open,Hard,G,128,20000828,5
110672,2000-560,US Open,Hard,G,128,20000828,5
110673,2000-560,US Open,Hard,G,128,20000828,5
110674,2000-560,US Open,Hard,G,128,20000828,5
110675,2000-560,US Open,Hard,G,128,20000828,5
110676,2000-560,US Open,Hard,G,128,20000828,5
110677,2000-568,St. Petersburg,Hard,A,32,20001106,3
110678,2000-568,St. Petersburg,Hard,A,32,20001106,3
110679,2000-568,St. Petersburg,Hard,A,32,20001106,3
110680,2000-568,St. Petersburg,Hard,A,32,20001106,3
110681,2000-568,St. Petersburg,Hard,A,32,20001106,3
110682,2000-568,St. Petersburg,Hard,A,32,20001106,3
110683,2000-568,St. Petersburg,Hard,A,32,20001106,3
110684,2000-568,St. Petersburg,Hard,A,32,20001106,3
110685,2000-568,St. Petersburg,Hard,A,32,20001106,3
110686,2000-568,St. Petersburg,Hard,A,32,20001106,3
110687,2000-568,St. Petersburg,Hard,A,32,20001106,3
110688,2000-568,St. Petersburg,Hard,A,32,20001106,3
110689,2000-568,St. Petersburg,Hard,A,32,20001106,3
110690,2000-568,St. Petersburg,Hard,A,32,20001106,3
110691,2000-568,St. Petersburg,Hard,A,32,20001106,3
110692,2000-568,St. Petersburg,Hard,A,32,20001106,3
110693,2000-568,St. Petersburg,Hard,A,32,20001106,3
110694,2000-568,St. Petersburg,Hard,A,32,20001106,3
110695,2000-568,St. Petersburg,Hard,A,32,20001106,3
110696,2000-568,St. Petersburg,Hard,A,32,20001106,3
110697,2000-568,St. Petersburg,Hard,A,32,20001106,3
110698,2000-568,St. Petersburg,Hard,A,32,20001106,3
110699,2000-568,St. Petersburg,Hard,A,32,20001106,3
110700,2000-568,St. Petersburg,Hard,A,32,20001106,3
110701,2000-568,St. Petersburg,Hard,A,32,20001106,3
110702,2000-568,St. Petersburg,Hard,A,32,20001106,3
110703,2000-568,St. Petersburg,Hard,A,32,20001106,3
110704,2000-568,St. Petersburg,Hard,A,32,20001106,3
110705,2000-568,St. Petersburg,Hard,A,32,20001106,3
110706,2000-568,St. Petersburg,Hard,A,32,20001106,3
110707,2000-568,St. Petersburg,Hard,A,32,20001106,3
110708,2000-402,Memphis,Hard,A,48,20000214,3
110709,2000-402,Memphis,Hard,A,48,20000214,3
110710,2000-402,Memphis,Hard,A,48,20000214,3
110711,2000-402,Memphis,Hard,A,48,20000214,3
110712,2000-402,Memphis,Hard,A,48,20000214,3
110713,2000-402,Memphis,Hard,A,48,20000214,3
110714,2000-402,Memphis,Hard,A,48,20000214,3
110715,2000-402,Memphis,Hard,A,48,20000214,3
110716,2000-402,Memphis,Hard,A,48,20000214,3
110717,2000-402,Memphis,Hard,A,48,20000214,3
110718,2000-402,Memphis,Hard,A,48,20000214,3
110719,2000-402,Memphis,Hard,A,48,20000214,3
110720,2000-402,Memphis,Hard,A,48,20000214,3
110721,2000-402,Memphis,Hard,A,48,20000214,3
110722,2000-402,Memphis,Hard,A,48,20000214,3
110723,2000-402,Memphis,Hard,A,48,20000214,3
110724,2000-402,Memphis,Hard,A,48,20000214,3
110725,2000-402,Memphis,Hard,A,48,20000214,3
110726,2000-402,Memphis,Hard,A,48,20000214,3
110727,2000-402,Memphis,Hard,A,48,20000214,3
110728,2000-402,Memphis,Hard,A,48,20000214,3
110729,2000-402,Memphis,Hard,A,48,20000214,3
110730,2000-402,Memphis,Hard,A,48,20000214,3
110731,2000-402,Memphis,Hard,A,48,20000214,3
110732,2000-402,Memphis,Hard,A,48,20000214,3
110733,2000-402,Memphis,Hard,A,48,20000214,3
110734,2000-402,Memphis,Hard,A,48,20000214,3
110735,2000-402,Memphis,Hard,A,48,20000214,3
110736,2000-402,Memphis,Hard,A,48,20000214,3
110737,2000-402,Memphis,Hard,A,48,20000214,3
110738,2000-402,Memphis,Hard,A,48,20000214,3
110739,2000-402,Memphis,Hard,A,48,20000214,3
110740,2000-402,Memphis,Hard,A,48,20000214,3
110741,2000-402,Memphis,Hard,A,48,20000214,3
110742,2000-402,Memphis,Hard,A,48,20000214,3
110743,2000-402,Memphis,Hard,A,48,20000214,3
110744,2000-402,Memphis,Hard,A,48,20000214,3
110745,2000-402,Memphis,Hard,A,48,20000214,3
110746,2000-402,Memphis,Hard,A,48,20000214,3
110747,2000-402,Memphis,Hard,A,48,20000214,3
110748,2000-402,Memphis,Hard,A,48,20000214,3
110749,2000-402,Memphis,Hard,A,48,20000214,3
110750,2000-402,Memphis,Hard,A,48,20000214,3
110751,2000-402,Memphis,Hard,A,48,20000214,3
110752,2000-402,Memphis,Hard,A,48,20000214,3
110753,2000-402,Memphis,Hard,A,48,20000214,3
110754,2000-402,Memphis,Hard,A,48,20000214,3
110755,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110756,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110757,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110758,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110759,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110760,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110761,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110762,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110763,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110764,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110765,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110766,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110767,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110768,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110769,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110770,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110771,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110772,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110773,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110774,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110775,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110776,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110777,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110778,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110779,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110780,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110781,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110782,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110783,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110784,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110785,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110786,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110787,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110788,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110789,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110790,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110791,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110792,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110793,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110794,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110795,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110796,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110797,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110798,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110799,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110800,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110801,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110802,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110803,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110804,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110805,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110806,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110807,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110808,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110809,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110810,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110811,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110812,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110813,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110814,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110815,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110816,2000-404,Indian Wells Masters,Hard,M,64,20000313,3
110817,2000-404,Indian Wells Masters,Hard,M,64,20000313,5
110818,2000-407,Rotterdam,Hard,A,32,20000214,3
110819,2000-407,Rotterdam,Hard,A,32,20000214,3
110820,2000-407,Rotterdam,Hard,A,32,20000214,3
110821,2000-407,Rotterdam,Hard,A,32,20000214,3
110822,2000-407,Rotterdam,Hard,A,32,20000214,3
110823,2000-407,Rotterdam,Hard,A,32,20000214,3
110824,2000-407,Rotterdam,Hard,A,32,20000214,3
110825,2000-407,Rotterdam,Hard,A,32,20000214,3
110826,2000-407,Rotterdam,Hard,A,32,20000214,3
110827,2000-407,Rotterdam,Hard,A,32,20000214,3
110828,2000-407,Rotterdam,Hard,A,32,20000214,3
110829,2000-407,Rotterdam,Hard,A,32,20000214,3
110830,2000-407,Rotterdam,Hard,A,32,20000214,3
110831,2000-407,Rotterdam,Hard,A,32,20000214,3
110832,2000-407,Rotterdam,Hard,A,32,20000214,3
110833,2000-407,Rotterdam,Hard,A,32,20000214,3
110834,2000-407,Rotterdam,Hard,A,32,20000214,3
110835,2000-407,Rotterdam,Hard,A,32,20000214,3
110836,2000-407,Rotterdam,Hard,A,32,20000214,3
110837,2000-407,Rotterdam,Hard,A,32,20000214,3
110838,2000-407,Rotterdam,Hard,A,32,20000214,3
110839,2000-407,Rotterdam,Hard,A,32,20000214,3
110840,2000-407,Rotterdam,Hard,A,32,20000214,3
110841,2000-407,Rotterdam,Hard,A,32,20000214,3
110842,2000-407,Rotterdam,Hard,A,32,20000214,3
110843,2000-407,Rotterdam,Hard,A,32,20000214,3
110844,2000-407,Rotterdam,Hard,A,32,20000214,3
110845,2000-407,Rotterdam,Hard,A,32,20000214,3
110846,2000-407,Rotterdam,Hard,A,32,20000214,3
110847,2000-407,Rotterdam,Hard,A,32,20000214,3
110848,2000-407,Rotterdam,Hard,A,32,20000214,3
110849,2000-336,Hong Kong,Hard,A,32,20001002,3
110850,2000-336,Hong Kong,Hard,A,32,20001002,3
110851,2000-336,Hong Kong,Hard,A,32,20001002,3
110852,2000-336,Hong Kong,Hard,A,32,20001002,3
110853,2000-336,Hong Kong,Hard,A,32,20001002,3
110854,2000-336,Hong Kong,Hard,A,32,20001002,3
110855,2000-336,Hong Kong,Hard,A,32,20001002,3
110856,2000-336,Hong Kong,Hard,A,32,20001002,3
110857,2000-336,Hong Kong,Hard,A,32,20001002,3
110858,2000-336,Hong Kong,Hard,A,32,20001002,3
110859,2000-336,Hong Kong,Hard,A,32,20001002,3
110860,2000-336,Hong Kong,Hard,A,32,20001002,3
110861,2000-336,Hong Kong,Hard,A,32,20001002,3
110862,2000-336,Hong Kong,Hard,A,32,20001002,3
110863,2000-336,Hong Kong,Hard,A,32,20001002,3
110864,2000-336,Hong Kong,Hard,A,32,20001002,3
110865,2000-336,Hong Kong,Hard,A,32,20001002,3
110866,2000-336,Hong Kong,Hard,A,32,20001002,3
110867,2000-336,Hong Kong,Hard,A,32,20001002,3
110868,2000-336,Hong Kong,Hard,A,32,20001002,3
110869,2000-336,Hong Kong,Hard,A,32,20001002,3
110870,2000-336,Hong Kong,Hard,A,32,20001002,3
110871,2000-336,Hong Kong,Hard,A,32,20001002,3
110872,2000-336,Hong Kong,Hard,A,32,20001002,3
110873,2000-336,Hong Kong,Hard,A,32,20001002,3
110874,2000-336,Hong Kong,Hard,A,32,20001002,3
110875,2000-336,Hong Kong,Hard,A,32,20001002,3
110876,2000-336,Hong Kong,Hard,A,32,20001002,3
110877,2000-336,Hong Kong,Hard,A,32,20001002,3
110878,2000-336,Hong Kong,Hard,A,32,20001002,3
110879,2000-336,Hong Kong,Hard,A,32,20001002,3
110880,2000-360,Casablanca,Clay,A,32,20000410,3
110881,2000-360,Casablanca,Clay,A,32,20000410,3
110882,2000-360,Casablanca,Clay,A,32,20000410,3
110883,2000-360,Casablanca,Clay,A,32,20000410,3
110884,2000-360,Casablanca,Clay,A,32,20000410,3
110885,2000-360,Casablanca,Clay,A,32,20000410,3
110886,2000-360,Casablanca,Clay,A,32,20000410,3
110887,2000-360,Casablanca,Clay,A,32,20000410,3
110888,2000-360,Casablanca,Clay,A,32,20000410,3
110889,2000-360,Casablanca,Clay,A,32,20000410,3
110890,2000-360,Casablanca,Clay,A,32,20000410,3
110891,2000-360,Casablanca,Clay,A,32,20000410,3
110892,2000-360,Casablanca,Clay,A,32,20000410,3
110893,2000-360,Casablanca,Clay,A,32,20000410,3
110894,2000-360,Casablanca,Clay,A,32,20000410,3
110895,2000-360,Casablanca,Clay,A,32,20000410,3
110896,2000-360,Casablanca,Clay,A,32,20000410,3
110897,2000-360,Casablanca,Clay,A,32,20000410,3
110898,2000-360,Casablanca,Clay,A,32,20000410,3
110899,2000-360,Casablanca,Clay,A,32,20000410,3
110900,2000-360,Casablanca,Clay,A,32,20000410,3
110901,2000-360,Casablanca,Clay,A,32,20000410,3
110902,2000-360,Casablanca,Clay,A,32,20000410,3
110903,2000-360,Casablanca,Clay,A,32,20000410,3
110904,2000-360,Casablanca,Clay,A,32,20000410,3
110905,2000-360,Casablanca,Clay,A,32,20000410,3
110906,2000-360,Casablanca,Clay,A,32,20000410,3
110907,2000-360,Casablanca,Clay,A,32,20000410,3
110908,2000-360,Casablanca,Clay,A,32,20000410,3
110909,2000-360,Casablanca,Clay,A,32,20000410,3
110910,2000-360,Casablanca,Clay,A,32,20000410,3
110911,2000-580,Australian Open,Hard,G,128,20000117,5
110912,2000-580,Australian Open,Hard,G,128,20000117,5
110913,2000-580,Australian Open,Hard,G,128,20000117,5
110914,2000-580,Australian Open,Hard,G,128,20000117,5
110915,2000-580,Australian Open,Hard,G,128,20000117,5
110916,2000-580,Australian Open,Hard,G,128,20000117,5
110917,2000-580,Australian Open,Hard,G,128,20000117,5
110918,2000-580,Australian Open,Hard,G,128,20000117,5
110919,2000-580,Australian Open,Hard,G,128,20000117,5
110920,2000-580,Australian Open,Hard,G,128,20000117,5
110921,2000-580,Australian Open,Hard,G,128,20000117,5
110922,2000-580,Australian Open,Hard,G,128,20000117,5
110923,2000-580,Australian Open,Hard,G,128,20000117,5
110924,2000-580,Australian Open,Hard,G,128,20000117,5
110925,2000-580,Australian Open,Hard,G,128,20000117,5
110926,2000-580,Australian Open,Hard,G,128,20000117,5
110927,2000-580,Australian Open,Hard,G,128,20000117,5
110928,2000-580,Australian Open,Hard,G,128,20000117,5
110929,2000-580,Australian Open,Hard,G,128,20000117,5
110930,2000-580,Australian Open,Hard,G,128,20000117,5
110931,2000-580,Australian Open,Hard,G,128,20000117,5
110932,2000-580,Australian Open,Hard,G,128,20000117,5
110933,2000-580,Australian Open,Hard,G,128,20000117,5
110934,2000-580,Australian Open,Hard,G,128,20000117,5
110935,2000-580,Australian Open,Hard,G,128,20000117,5
110936,2000-580,Australian Open,Hard,G,128,20000117,5
110937,2000-580,Australian Open,Hard,G,128,20000117,5
110938,2000-580,Australian Open,Hard,G,128,20000117,5
110939,2000-580,Australian Open,Hard,G,128,20000117,5
110940,2000-580,Australian Open,Hard,G,128,20000117,5
110941,2000-580,Australian Open,Hard,G,128,20000117,5
110942,2000-580,Australian Open,Hard,G,128,20000117,5
110943,2000-580,Australian Open,Hard,G,128,20000117,5
110944,2000-580,Australian Open,Hard,G,128,20000117,5
110945,2000-580,Australian Open,Hard,G,128,20000117,5
110946,2000-580,Australian Open,Hard,G,128,20000117,5
110947,2000-580,Australian Open,Hard,G,128,20000117,5
110948,2000-580,Australian Open,Hard,G,128,20000117,5
110949,2000-580,Australian Open,Hard,G,128,20000117,5
110950,2000-580,Australian Open,Hard,G,128,20000117,5
110951,2000-580,Australian Open,Hard,G,128,20000117,5
110952,2000-580,Australian Open,Hard,G,128,20000117,5
110953,2000-580,Australian Open,Hard,G,128,20000117,5
110954,2000-580,Australian Open,Hard,G,128,20000117,5
110955,2000-580,Australian Open,Hard,G,128,20000117,5
110956,2000-580,Australian Open,Hard,G,128,20000117,5
110957,2000-580,Australian Open,Hard,G,128,20000117,5
